line_number,book_number,original_text,verse_normalized,verse_syllabified
10361,16,"Fern hinweg an den Strom, und spül' ihn rein im Gewässer;",fern hinweg an den strom und spül' ihn rein im gewässer,fern|hin|weg|an|den|strom|und|spül'|ihn|rein|im|ge|wäs|ser
10362,16,"Auch mit Ambrosia salb' ihn, und hüll' ihm ambrosisch Gewand um.",auch mit ambrosia salb' ihn und hüll' ihm ambrosisch gewand um,auch|mit|am|bro|sia|salb'|ihn|und|hüll'|ihm|am|bro|sisch|ge|wand|um
10363,16,"Dann ihn wegzutragen vertrau den schnellen Geleitern,",dann ihn wegzutragen vertrau den schnellen geleitern,dann|ihn|weg|zu|tra|gen|ver|trau|den|schnel|len|ge|lei|tern
10364,16,"Beiden dem Schlaf und dem Tode, den Zwillingen, welche sofort ihn",beiden dem schlaf und dem tode den zwillingen welche sofort ihn,bei|den|dem|schlaf|und|dem|to|de|den|zwil|lin|gen|wel|che|so|fort|ihn
10365,16,Setzen ins weite Gebiet des fruchtbaren Lykierlandes:,setzen ins weite gebiet des fruchtbaren lykierlandes,set|zen|ins|wei|te|ge|biet|des|frucht|ba|ren|ly|kier|lan|des
10366,16,Wo ihn rühmlich bestatten die Brüder zugleich und Verwandten,wo ihn rühmlich bestatten die brüder zugleich und verwandten,wo|ihn|rühm|lich|be|stat|ten|die|brü|der|zu|gleich|und|ver|wand|ten
10367,16,Mit Grabhügel und Säule; denn das ist die Ehre der Toten.,mit grabhügel und säule denn das ist die ehre der toten,mit|grab|hü|gel|und|säu|le|denn|das|ist|die|eh|re|der|to|ten
10368,16,Jener sprach's; und dem Vater war nicht unfolgsam Apollon.,jener sprach's und dem vater war nicht unfolgsam apollon,je|ner|sprach's|und|dem|va|ter|war|nicht|un|folg|sam|a|pol|lon
10369,16,Eilend schwebt' er vom Idagebirg' in die schreckliche Feldschlacht;,eilend schwebt' er vom idagebirg' in die schreckliche feldschlacht,ei|lend|schwebt'|er|vom|i|da|ge|birg'|in|die|schreck|li|che|feld|schlacht
10370,16,"Aus dem Geschoß enthub er den Held Sarpedon, und trug ihn",aus dem geschoß enthub er den held sarpedon und trug ihn,aus|dem|ge|schoß|ent|hub|er|den|held|sar|pe|don|und|trug|ihn
10371,16,"Fern hinweg an den Strom, und spült' ihn rein im Gewässer;",fern hinweg an den strom und spült' ihn rein im gewässer,fern|hin|weg|an|den|strom|und|spült'|ihn|rein|im|ge|wäs|ser
10372,16,"Auch mit Ambrosia salbt' er, und hüllt' ihm ambrosisch Gewand um.",auch mit ambrosia salbt' er und hüllt' ihm ambrosisch gewand um,auch|mit|am|bro|sia|salbt'|er|und|hüllt'|ihm|am|bro|sisch|ge|wand|um
10373,16,"Dann ihn wegzutragen vertraut' er den schnellen Geleitern,",dann ihn wegzutragen vertraut' er den schnellen geleitern,dann|ihn|weg|zu|tra|gen|ver|traut'|er|den|schnel|len|ge|lei|tern
10374,16,"Beiden dem Schlaf und dem Tode, den Zwillingen, welche sofort ihn",beiden dem schlaf und dem tode den zwillingen welche sofort ihn,bei|den|dem|schlaf|und|dem|to|de|den|zwil|lin|gen|wel|che|so|fort|ihn
10375,16,Setzten ins weite Gebiet des fruchtbaren Lykierlandes.,setzten ins weite gebiet des fruchtbaren lykierlandes,setz|ten|ins|wei|te|ge|biet|des|frucht|ba|ren|ly|kier|lan|des
10376,16,"Aber Patroklos, die Ross' und Automedon laut ermahnend,",aber patroklos die ross' und automedon laut ermahnend,a|ber|pa|tro|klos|die|ross'|und|au|to|me|don|laut|er|mah|nend
10377,16,"Jagte den Troern nach und Lykiern, rennend ins Unheil:",jagte den troern nach und lykiern rennend ins unheil,jag|te|den|tro|ern|nach|und|ly|ki|ern|ren|nend|ins|un|heil
10378,16,"Törichter! Hätt' er das Wort des Peleiaden bewahret,",törichter hätt' er das wort des peleiaden bewahret,tö|rich|ter|hätt'|er|das|wort|des|pe|lei|a|den|be|wah|ret
10379,16,Traun er entrann dem bösen Geschick des dunkelen Todes.,traun er entrann dem bösen geschick des dunkelen todes,traun|er|ent|rann|dem|bö|sen|ge|schick|des|dun|ke|len|to|des
10380,16,"Aber Zeus' Ratschluß ist mächtiger stets, denn der Menschen:",aber zeus' ratschluß ist mächtiger stets denn der menschen,a|ber|zeus'|rat|schluß|ist|mäch|ti|ger|stets|denn|der|men|schen
10381,16,"Der auch den tapferen Kämpfer verscheucht, und den Sieg ihm entwendet,",der auch den tapferen kämpfer verscheucht und den sieg ihm entwendet,der|auch|den|tap|fe|ren|kämp|fer|ver|scheucht|und|den|sieg|ihm|ent|wen|det
10382,16,Sonder Müh; dann wieder ihn selbst antreibt zum Gefechte:,sonder müh dann wieder ihn selbst antreibt zum gefechte,son|der|müh|dann|wie|der|ihn|selbst|an|treibt|zum|ge|fech|te
10383,16,Er der jenem auch nun das Herz im Busen entflammte.,er der jenem auch nun das herz im busen entflammte,er|der|je|nem|auch|nun|das|herz|im|bu|sen|ent|flamm|te
10384,16,"Welchem entzogst du zuerst, und welchem zuletzt das Geschmeide,",welchem entzogst du zuerst und welchem zuletzt das geschmeide,wel|chem|ent|zogst|du|zu|erst|und|wel|chem|zu|letzt|das|ge|schmei|de
10385,16,"Als, o Menötios' Sohn, dich zum Tod' itzt riefen die Götter?",als o menötios' sohn dich zum tod' itzt riefen die götter,als|o|me|nö|ti|os|sohn|dich|zum|tod'|itzt|rie|fen|die|göt|ter
10386,16,"Ihn den Adrastos zuerst, Antonoos dann, und Echeklos,",ihn den adrastos zuerst antonoos dann und echeklos,ihn|den|a|dras|tos|zu|erst|an|to|no|os|dann|und|e|che|klos
10387,16,"Perimos, Megas' Sohn, und Epistor, samt Melanippos,",perimos megas' sohn und epistor samt melanippos,pe|ri|mos|me|gas'|sohn|und|e|pis|tor|samt|me|la|nip|pos
10388,16,"Weiter den Elasos drauf, und Mulios, auch den Pylartes,",weiter den elasos drauf und mulios auch den pylartes,wei|ter|den|e|la|sos|drauf|und|mu|li|os|auch|den|py|lar|tes
10389,16,Rafft' er dahin; doch die andern entzitterten alle voll Schreckens.,rafft' er dahin doch die andern entzitterten alle voll schreckens,rafft'|er|da|hin|doch|die|an|dern|ent|zit|ter|ten|al|le|voll|schre|ckens
10390,16,"Jetzt hätt' Argos Volk die türmende Troja erobert,",jetzt hätt' argos volk die türmende troja erobert,jetzt|hätt'|ar|gos|volk|die|tür|men|de|tro|ja|er|o|bert
10391,16,Unter Patroklos' Hand; so tobt' er voran mit der Lanze:,unter patroklos' hand so tobt' er voran mit der lanze,un|ter|pa|tro|klos'|hand|so|tobt'|er|vor|an|mit|der|lan|ze
10392,16,Wenn nicht Phöbos Apollon auf festgegründetem Turme,wenn nicht phöbos apollon auf festgegründetem turme,wenn|nicht|phö|bos|a|pol|lon|auf|fest|ge|grün|de|tem|tur|me
10393,16,"Dastand, ihm Verderben ersann, und die Troer beschirmte.",dastand ihm verderben ersann und die troer beschirmte,da|stand|ihm|ver|der|ben|er|sann|und|die|tro|er|be|schirm|te
10394,16,Dreimal stieg zur Ecke der hohen Mauer Patroklos,dreimal stieg zur ecke der hohen mauer patroklos,drei|mal|stieg|zur|e|cke|der|ho|hen|mau|er|pa|tro|klos
10395,16,"Kühn hinan, und dreimal verdrängte mit Macht ihn Apollon,",kühn hinan und dreimal verdrängte mit macht ihn apollon,kühn|hin|an|und|drei|mal|ver|dräng|te|mit|macht|ihn|a|pol|lon
10396,16,Gegen den leuchtenden Schild mit unsterblichen Händen ihm stoßend.,gegen den leuchtenden schild mit unsterblichen händen ihm stoßend,ge|gen|den|leuch|ten|den|schild|mit|un|sterb|li|chen|hän|den|ihm|sto|ßend
10397,16,"Als er das vierte Mal drauf anstürmete, stark wie ein Dämon;",als er das vierte mal drauf anstürmete stark wie ein dämon,als|er|das|vier|te|mal|drauf|an|stür|me|te|stark|wie|ein|dä|mon
10398,16,Rief mit schrecklichem Drohn der treffende Phöbos Apollon:,rief mit schrecklichem drohn der treffende phöbos apollon,rief|mit|schreck|li|chem|drohn|der|tref|fen|de|phö|bos|a|pol|lon
10399,16,"Weiche mir, edeler Held Patrokleus! Nicht dir gewährt ist,",weiche mir edeler held patrokleus nicht dir gewährt ist,wei|che|mir|e|de|ler|held|pa|tro|kleus|nicht|dir|ge|währt|ist
10400,16,Daß dein Speer verwüste die Stadt hochherziger Troer;,daß dein speer verwüste die stadt hochherziger troer,daß|dein|speer|ver|wüs|te|die|stadt|hoch|her|zi|ger|tro|er
10401,16,"Nicht dem Achilleus einmal, der weit an Kraft dir vorangeht!",nicht dem achilleus einmal der weit an kraft dir vorangeht,nicht|dem|a|chil|leus|ein|mal|der|weit|an|kraft|dir|vor|an|geht
10402,16,"Jener sprach's; da entwich mit eilendem Schritt Patroklos,",jener sprach's da entwich mit eilendem schritt patroklos,je|ner|sprach's|da|ent|wich|mit|ei|len|dem|schritt|pa|tro|klos
10403,16,Scheuend den furchtbaren Zorn des treffenden Phöbos Apollon.,scheuend den furchtbaren zorn des treffenden phöbos apollon,scheu|end|den|furcht|ba|ren|zorn|des|tref|fen|den|phö|bos|a|pol|lon
10404,16,Hektor am skäischen Tor nun hielt die stampfenden Rosse;,hektor am skäischen tor nun hielt die stampfenden rosse,hek|tor|am|skä|i|schen|tor|nun|hielt|die|stamp|fen|den|ros|se
10405,16,"Denn er sann, ob er kämpfte, zurück ins Getümmel sie treibend,",denn er sann ob er kämpfte zurück ins getümmel sie treibend,denn|er|sann|ob|er|kämpf|te|zu|rück|ins|ge|tüm|mel|sie|trei|bend
10406,16,Oder dem Volk in die Mauer sich einzuschließen geböte.,oder dem volk in die mauer sich einzuschließen geböte,o|der|dem|volk|in|die|mau|er|sich|ein|zu|schlie|ßen|ge|bö|te
10407,16,"Als er solches erwog, da nahete Phöbos Apollon,",als er solches erwog da nahete phöbos apollon,als|er|sol|ches|er|wog|da|na|he|te|phö|bos|a|pol|lon
10408,16,"Gleich an Gestalt dem Mann in blühender Stärke der Jugend,",gleich an gestalt dem mann in blühender stärke der jugend,gleich|an|ge|stalt|dem|mann|in|blü|hen|der|stär|ke|der|ju|gend
10409,16,"Asios, welcher ein Ohm des rossetummelnden Hektors",asios welcher ein ohm des rossetummelnden hektors,a|si|os|wel|cher|ein|ohm|des|ros|se|tum|meln|den|hek|tors
10410,16,"War, der Hekabe Bruder, und Sohn des trefflichen Dymas,",war der hekabe bruder und sohn des trefflichen dymas,war|der|he|ka|be|bru|der|und|sohn|des|treff|li|chen|dy|mas
10411,16,Welcher in Phrygia wohnt' an Sangarios' grünenden Ufern;,welcher in phrygia wohnt' an sangarios' grünenden ufern,wel|cher|in|phry|gia|wohnt'|an|san|ga|ri|os'|grü|nen|den|u|fern
10412,16,Dessen Gestalt nachahmend begann itzt Phöbos Apollon:,dessen gestalt nachahmend begann itzt phöbos apollon,des|sen|ge|stalt|nach|ah|mend|be|gann|itzt|phö|bos|a|pol|lon
10413,16,"Hektor, warum entziehst du dem Kampfe dich? Wenig geziemt dir's!",hektor warum entziehst du dem kampfe dich wenig geziemt dir's,hek|tor|war|um|ent|ziehst|du|dem|kamp|fe|dich|we|nig|ge|ziemt|dir's
10414,16,"Möcht' ich, so weit ich dir folge, so weit an Stärke dir vorgehn;",möcht' ich so weit ich dir folge so weit an stärke dir vorgehn,möcht'|ich|so|weit|ich|dir|fol|ge|so|weit|an|stär|ke|dir|vor|gehn
10415,16,Bald dann wärst du zum Graun hinweg aus dem Kampfe gewichen!,bald dann wärst du zum graun hinweg aus dem kampfe gewichen,bald|dann|wärst|du|zum|graun|hin|weg|aus|dem|kamp|fe|ge|wi|chen
10416,16,"Aber wohlan, auf Patroklos gelenkt die stampfenden Rosse;",aber wohlan auf patroklos gelenkt die stampfenden rosse,a|ber|wohl|an|auf|pa|tro|klos|ge|lenkt|die|stamp|fen|den|ros|se
10417,16,"Ob du vielleicht ihn erlegst, und Ruhm dir gewähret Apollon!",ob du vielleicht ihn erlegst und ruhm dir gewähret apollon,ob|du|viel|leicht|ihn|er|legst|und|ruhm|dir|ge|wäh|ret|a|pol|lon
10418,16,"Dieses gesagt, enteilte der Gott in der Männer Getümmel.",dieses gesagt enteilte der gott in der männer getümmel,die|ses|ge|sagt|ent|eil|te|der|gott|in|der|män|ner|ge|tüm|mel
10419,16,"Doch dem Kebriones rief der helmumflatterte Hektor,",doch dem kebriones rief der helmumflatterte hektor,doch|dem|ke|bri|o|nes|rief|der|hel|mum|flat|ter|te|hek|tor
10420,16,Daß er die Ross' in die Schlacht angeißelte. Aber Apollon,daß er die ross' in die schlacht angeißelte aber apollon,daß|er|die|ross'|in|die|schlacht|an|gei|ßel|te|a|ber|a|pol|lon
10421,16,"Drang in die Scharen hinein, und empört' in grauser Verwirrung",drang in die scharen hinein und empört' in grauser verwirrung,drang|in|die|scha|ren|hin|ein|und|em|pört'|in|grau|ser|ver|wir|rung
10422,16,Argos' Volk; doch die Troer und Hektor schmückt' er mit Ehre.,argos' volk doch die troer und hektor schmückt' er mit ehre,ar|gos'|volk|doch|die|tro|er|und|hek|tor|schmückt'|er|mit|eh|re
10423,16,"Hektor vermied sonst alle die Danaer, keinen ermordend;",hektor vermied sonst alle die danaer keinen ermordend,hek|tor|ver|mied|sonst|al|le|die|da|na|er|kei|nen|er|mor|dend
10424,16,Nur auf Patroklos lenkt' er die mächtig stampfenden Rosse.,nur auf patroklos lenkt' er die mächtig stampfenden rosse,nur|auf|pa|tro|klos|lenkt'|er|die|mäch|tig|stamp|fen|den|ros|se
10425,16,"Auch Patroklos dagegen entsprang vom Geschirr auf die Erde,",auch patroklos dagegen entsprang vom geschirr auf die erde,auch|pa|tro|klos|da|ge|gen|ent|sprang|vom|ge|schirr|auf|die|er|de
10426,16,"Trug in der Linken den Speer, und faßt' in die Rechte den Marmor,",trug in der linken den speer und faßt' in die rechte den marmor,trug|in|der|lin|ken|den|speer|und|faßt'|in|die|rech|te|den|mar|mor
10427,16,"Glänzendweiß, rauhzackig, den eben die Faust ihm umspannte.",glänzendweiß rauhzackig den eben die faust ihm umspannte,glän|zend|weiß|rauh|za|ckig|den|e|ben|die|faust|ihm|um|spann|te
10428,16,"Angestrengt nun warf er; und nicht flog säumend zum Manne,",angestrengt nun warf er und nicht flog säumend zum manne,an|ge|strengt|nun|warf|er|und|nicht|flog|säu|mend|zum|man|ne
10429,16,Noch verirrt das Geschoß; den Wagenlenker des Hektor,noch verirrt das geschoß den wagenlenker des hektor,noch|ver|irrt|das|ge|schoß|den|wa|gen|len|ker|des|hek|tor
10430,16,"Traf er, Kebriones, ihn des Priamos' mutigen Bastard,",traf er kebriones ihn des priamos' mutigen bastard,traf|er|ke|bri|o|nes|ihn|des|pri|a|mos'|mu|ti|gen|bas|tard
10431,16,"Wie er die Zügel gefaßt, an der Stirn mit dem zackigen Steine.",wie er die zügel gefaßt an der stirn mit dem zackigen steine,wie|er|die|zü|gel|ge|faßt|an|der|stirn|mit|dem|za|cki|gen|stei|ne
10432,16,Beide Brauen zerknirscht' ihm der Fels; nicht wehrte des Hauptes,beide brauen zerknirscht' ihm der fels nicht wehrte des hauptes,bei|de|brau|en|zer|knirscht'|ihm|der|fels|nicht|wehr|te|des|haup|tes
10433,16,Knochen ihm; sondern die Augen entflossen zur Erd' in den Staub ihm.,knochen ihm sondern die augen entflossen zur erd' in den staub ihm,kno|chen|ihm|son|dern|die|au|gen|ent|flos|sen|zur|erd'|in|den|staub|ihm
10434,16,"Dort vor die Füße hinab; und schnell, wie ein Taucher von Ansehn,",dort vor die füße hinab und schnell wie ein taucher von ansehn,dort|vor|die|fü|ße|hin|ab|und|schnell|wie|ein|tau|cher|von|an|sehn
10435,16,"Schoß er vom prangenden Sitz, und der Geist verließ die Gebeine.",schoß er vom prangenden sitz und der geist verließ die gebeine,schoß|er|vom|pran|gen|den|sitz|und|der|geist|ver|ließ|die|ge|bei|ne
